,strDrink,strCategory,strDrinkThumb,strIngredients,strInstructions
211,Creme de Menthe,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,"Sugar, Water, Grain alcohol, Peppermint extract, Food coloring  ",Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.
212,Cuba Libra,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,"Dark rum, Lime, Coca-Cola, Ice ",Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!
213,Cuba Libre,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,"Light rum, Lime, Coca-Cola   ",Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.
214,Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,"Light rum, Lime, Powdered sugar   ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.
215,Damned if you do,Shot,http://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,"Whiskey, Hot Damn  ",Pour into shot glass. Put in mouth. Repeat as deemed necessary.
216,Danbooka,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,"Coffee, Everclear  ",pour it in and mix it.
217,Dark Caipirinha,Cocktail,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,"demerara Sugar, Lime, Cachaca   ","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well."
218,Dark and Stormy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,"Dark Rum, Ginger Beer  ",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.
219,Darkwood Sling,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,"Cherry Heering, Soda water, Orange juice, Ice ","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes."
220,Derby,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,"gin, Peach Bitters, Mint   ",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.
221,Diesel,Beer,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,"Lager, Cider, Blackcurrant cordial   ",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.
222,Dirty Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,"Vodka, Dry Vermouth, Olive Brine, Lemon, Olive  ","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."
223,Dirty Nipple,Shot,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,"Kahlua, Sambuca, Bailey's irish cream   ",This is a layered shot - the Bailey's must be on top
224,Downshift,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,"Fruit punch, Sprite, Tequila, 151 proof rum ","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional."
225,Dragonfly,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,"Gin, Ginger ale, Lime   ","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge."
226,Drinking Chocolate,Cocoa,http://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,"Heavy cream, Milk, Cinnamon, Vanilla, Chocolate, Whipped cream , ","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug."
227,Dry Rob Roy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,"Scotch, Dry Vermouth, Lemon peel   ","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
228,Dubonnet Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,"Dubonnet Rouge, Gin, Bitters, Lemon peel ",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
229,Duchamp's Punch,Cocktail,http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,"Pisco, Lime Juice, Pineapple Syrup, St. Germain, Angostura Bitters, Pepper, Lavender ","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs"
230,Egg Cream,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,"Chocolate syrup, Milk, Soda water   ","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw."
231,Egg Nog #4,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,"Egg yolk, Sugar, Milk, Light rum, Bourbon, Vanilla extract, Salt, Whipping cream, Egg white","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups."
232,Egg Nog - Healthy,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,"Egg, Sugar, Condensed milk, Milk, Vanilla extract, Rum, Nutmeg ","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings."
233,Egg-Nog - Classic Cooked,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,"Egg, Sugar, Salt, Milk, Vanilla extract  ","In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately."
234,English Highball,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,"Brandy, Gin, Sweet Vermouth, Carbonated water, Lemon peel  ","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
235,English Rose Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,"Apricot brandy, Gin, Dry Vermouth, Grenadine, Lemon juice, Cherry , ",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.
236,Espresso Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,"Vodka, Kahlua, Sugar syrup   ","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass"
237,Fahrenheit 5000,Shot,http://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,"Firewater, Absolut Peppar, Tabasco sauce   ",Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.
238,Flaming Dr. Pepper,Shot,http://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"Amaretto, Vodka, 151 proof rum, Dr. Pepper, Beer  ","Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer"
239,Flaming Lamborghini,Cocktail,http://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,"Kahlua, Sambuca, Blue Curacao, Bailey's irish cream ","Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!"
240,Flander's Flake-Out,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,"Sambuca, Sarsaparilla  ",Bang 'em both in.
241,Flying Dutchman,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,"Gin, Triple sec  ","In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well."
242,Flying Scotchman,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,"Scotch, Sweet Vermouth, Bitters, Sugar syrup ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
243,Foxy Lady,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,"Amaretto, Creme de Cacao, Light cream   ","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
244,Frappé,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,"Coffee, Milk, Sugar   ","Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing."
245,Freddy Kruger,Shot,http://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,"Jägermeister, Sambuca, Vodka   ",make it an ample size shot!!
246,"French ""75""",Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,"Gin, Sugar, Lemon juice, Champagne, Orange, Maraschino cherry , ","In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry."
247,French 75,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,"Gin, Sugar, Lemon juice, Champagne, Orange, Maraschino cherry , ","Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently."
248,French Connection,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,"Cognac, Amaretto  ",Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.
249,French Martini,Cocktail,http://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,"Vodka, Raspberry Liqueur, pineapple juice   ",Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.
250,Frisco Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/y39l941504884150.jpg,"Blended whiskey, Benedictine, Lemon, Lime, Lemon, Lime , ",Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.
251,Frozen Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,"Light rum, Triple sec, Lime juice, Sugar, Cherry, Ice , ","Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve."
252,Frozen Mint Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,"Light rum, Lime juice, Mint, Sugar ",Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.
253,Frozen Pineapple Daiquiri,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/j2mqsb1504736097.jpg,"Light rum, Pineapple, Lime juice, Sugar ",Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a champagne flute and serve.
254,Fruit Cooler,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,"Apple juice, Strawberries, Sugar, Lemon, Apple, Soda water, Ice ","Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve."
255,Fruit Flip-Flop,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,"Yoghurt, Fruit juice  ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
256,Fruit Shake,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,"Yoghurt, Banana, Orange juice, Fruit, Ice  ",Blend til smooth.
257,Fuzzy Asshole,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,"Coffee, Peach schnapps  ",fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.
258,GG,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,"Galliano, Ginger ale, Ice   ",Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.
259,Gagliardo,Cocktail,http://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,"Peach Vodka, Lemon juice, Galliano, Sirup of roses ","Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy."
260,Gentleman's Club,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ezvy1c1504883335.jpg,"Gin, Brandy, Sweet Vermouth, Club soda ","In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well."
261,Gideon's Green Dinosaur,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/p5r0tr1503564636.jpg,"Dark rum, Vodka, Triple sec, Tequila, Melon liqueur, Mountain Dew , ",Add all ingredients in collins glass with ice and stir.
262,Gin And Tonic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wtyxvx1472405831.jpg,"Gin, Tonic water, Lime   ",Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.
263,Gin Cooler,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyrvv1478820109.jpg,"Gin, Carbonated water, Powdered sugar, Orange spiral, Lemon peel  ",Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.
264,Gin Daisy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwxysv1478819943.jpg,"Gin, Lemon juice, Sugar, Grenadine, Maraschino cherry, Orange , ","In a shaker half-filled with ice cubes, combine the wine, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice."
265,Gin Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xhl8q31504351772.jpg,"Gin, Lemon, Powdered sugar, Carbonated water ","Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water."
266,Gin Rickey,Cocktail,http://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,"Gin, Grenadine, lemon, Soda Water, Lime  ",Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.
267,Gin Sling,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/h8wmm41504883440.jpg,"Gin, Lemon, Powdered sugar, Water, Orange peel  ",Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.
268,Gin Smash,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hp41fi1504883656.jpg,"Gin, Carbonated water, Sugar, Mint, Orange, Cherry , ","Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve."
269,Gin Sour,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/mt7l7m1504883523.jpg,"Gin, Lemon juice, Sugar, Orange, Maraschino cherry  ","In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry."
270,Gin Squirt,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,"Gin, Grenadine, Powdered sugar, Pineapple, Strawberries, Carbonated water , ","Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve."
271,Gin Swizzle,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,"Lime juice, Sugar, Gin, Bitters, Club soda  ","In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda."
272,Gin Toddy,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/l9gi5h1504820724.jpg,"Gin, Water, Powdered sugar, Lemon peel ","Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve."
273,Girl From Ipanema,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xypspq1469090633.jpg,"Cachaca, Lemon Juice, Agave Syrup, Champagne ","Add the cachaca, lemon juice and syrup to your boston glass. Add ice and shake until ice cold. Pour into a chilled flute and top-up with Champagne"
274,Gluehwein,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,"Red wine, Water, Sugar, Cinnamon, Cloves, Lemon peel , ","Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup."
275,Godchild,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,"Vodka, Amaretto, Heavy cream   ","Shake all ingredients well with cracked ice, strain into a champagne flute, and serve."
276,Godfather,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,"Scotch, Amaretto  ",Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.
277,Godmother,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4889up1504368984.jpg,"Vodka, Amaretto  ",Pour vodka and amaretto into an old-fashioned glass over ice and serve.
278,Golden dream,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,"Galliano, Triple Sec, orange juice, Cream ",Shake with cracked ice. Strain into glass and serve.
279,Grand Blue,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,"Malibu rum, Peach schnapps, Blue Curacao, Sweet and sour ",Serve in an old fashioned glass.
280,Grape lemon pineapple Smoothie,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,"Grapes, Lemon, Pineapple   ",Throw everything into a blender and liquify.
281,Grass Skirt,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,"Gin, Triple sec, Pineapple juice, Grenadine, Pineapple  ","In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice."
282,Grasshopper,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,"Green Creme de Menthe, Creme de Cacao, Light cream   ",Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.
283,Green Goblin,Beer,http://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,"Cider, Lager, Blue Curacao   ","Cider First, Lager then Curacao"
284,Grim Reaper,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,"Kahlua, 151 proof rum, Grenadine   ",Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.
285,Grizzly Bear,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,"Amaretto, Jägermeister, Kahlua, Milk ","Served over ice. Sounds nasty, but tastes great."
286,H.D.,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,"Whisky, Bailey's irish cream, Coffee   ",Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.
287,Happy Skipper,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,"Spiced rum, Ginger ale, Lime, Ice ","Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)"
288,Harvey Wallbanger,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,"Vodka, Galliano, Orange juice   ","Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve."
289,Havana Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,"Light rum, Pineapple juice, Lemon juice   ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
290,Hawaiian Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,"Gin, Triple sec, Pineapple juice   ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
291,Hemingway Special,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,"Rum, Grapefruit Juice, Maraschino Liqueur, Lime Juice ",Pour all ingredients into a shaker with ice. Shake.
292,Herbal flame,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,"Hot Damn, Tea  ","Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in."
293,Highland Fling Cocktail,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,"Scotch, Sweet Vermouth, Orange bitters, Olive ",Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.
294,Holloween Punch,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,"Grape juice, Carbonated soft drink, Sherbet, Sherbet ","Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine."
295,Homemade Kahlua,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,"Sugar, Corn syrup, Coffee, Vanilla extract, Water, Vodka , ","Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks."
296,Horse's Neck,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,"Lemon peel, Brandy, Ginger ale, Bitters ","Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter."
297,Hot Chocolate to Die for,Cocoa,http://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,"Chocolate, Butter, Vanilla extract, Half-and-half, Marshmallows  ","Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream."
298,Hot Creamy Bush,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,"Irish whiskey, Bailey's irish cream, Coffee   ",Combine all ingredients in glass
299,Ice Pick #1,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,"Vodka, Iced tea, Lemon juice   ",Put Vodka in glass fill with iced tea. Stir in lemon to taste.
300,Iced Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,"Coffee, Sugar, Water, Milk ",Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.
301,Iced Coffee Fillip,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,"Kahlua, Coffee  ",Mix together in a coffee mug and chill before serving.
302,Imperial Cocktail,Cocktail,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,"Lime juice, Gin, Aperol   ",Shake with ice and strain into cocktail glass.
303,Imperial Fizz,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,"Light rum, Blended whiskey, Lemon, Powdered sugar, Carbonated water  ","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
304,Ipamena,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,"Lime, Brown sugar, Passion fruit juice, Ginger ale, Ice  ","Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime"
305,Irish Coffee,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,"Irish whiskey, Coffee, Sugar, Whipped cream ","Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot."
306,Irish Cream,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,"Scotch, Half-and-half, Condensed milk, Coconut syrup, Chocolate syrup  ",Mix scotch and milk. Add half-and-half. Add rest.
307,Irish Curdling Cow,Cocktail,http://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,"Bailey's irish cream, Bourbon, Vodka, Orange juice ","Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice."
308,Irish Russian,Beer,http://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,"Vodka, Kahlua, Coca-Cola, Guinness stout ",Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.
309,Irish Spring,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,"Irish whiskey, Peach brandy, Orange juice, Sweet and sour, Orange, Cherry , ","Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve."
